 train         node      observed        predicted
     y          196    5.790000E+05     5.756923E+05
     y          170    4.650000E+05     3.160221E+05
     y           86    2.970000E+05     2.872514E+05
     y           82    2.120000E+05     2.179247E+05
     y           25    5.060000E+05     6.117883E+05
     y           82    2.130000E+05     2.179247E+05
     y           87    3.110000E+05     3.463185E+05
     y          171    2.400000E+05     3.876319E+05
     y           87    3.500000E+05     3.463185E+05
     y          170    4.000000E+05     3.160221E+05
     y          163    3.990000E+05     2.722978E+05
     y           25    5.010000E+05     6.117883E+05
     y           25    5.200000E+05     6.117883E+05
     y          170    4.810000E+05     3.160221E+05
     y           82    2.500000E+05     2.179247E+05
     y           55    5.920000E+05     6.720040E+05
     y          198    3.600000E+05     3.805933E+05
     y           82    2.020000E+05     2.179247E+05
     y          171    4.750000E+05     3.876319E+05
     y          163    3.100000E+05     2.722978E+05
     y           55    5.740000E+05     6.720040E+05
     y          168    5.570000E+05     3.927879E+05
     y          163    2.050000E+05     2.722978E+05
     y           54    3.810000E+05     5.411277E+05
     y           86    3.120000E+05     2.872514E+05
     y           82    2.560000E+05     2.179247E+05
     y           86    2.750000E+05     2.872514E+05
     y          169    3.400000E+05     4.818817E+05
     y          168    3.350000E+05     3.927879E+05
     y           83    2.950000E+05     2.856080E+05
     y           22    5.750000E+05     4.070556E+05
     y          196    5.000000E+05     5.756923E+05
     y          199    6.300000E+05     4.585906E+05
     y          163    1.269000E+05     2.722978E+05
     y           82    3.000000E+05     2.179247E+05
     y           82    2.170000E+05     2.179247E+05
     y          198    1.800000E+05     3.805933E+05
     y           82    2.000000E+05     2.179247E+05
     y           82    1.500000E+05     2.179247E+05
     y          196    5.690000E+05     5.756923E+05
     y          162    2.920000E+05     2.110089E+05
     y           82    1.670000E+05     2.179247E+05
     y          198    3.000000E+05     3.805933E+05
     y           25    5.960000E+05     6.117883E+05
     y           83    3.480000E+05     2.856080E+05
     y          163    2.470000E+05     2.722978E+05
     y           82    3.130000E+05     2.179247E+05
     y           25    5.430000E+05     6.117883E+05
     y           22    3.240000E+05     4.070556E+05
     y           82    2.000000E+05     2.179247E+05
     y           82    1.500000E+05     2.179247E+05
     y          196    5.190000E+05     5.756923E+05
     y           82    2.430000E+05     2.179247E+05
     y           82    2.470000E+05     2.179247E+05
     y           82    2.170000E+05     2.179247E+05
     y           86    2.460000E+05     2.872514E+05
     y           82    2.430000E+05     2.179247E+05
     y           22    5.730000E+05     4.070556E+05
     y          105    6.980000E+05     7.986500E+05
     y           82    2.250000E+05     2.179247E+05
     y           82    2.140000E+05     2.179247E+05
     y           25    4.550000E+05     6.117883E+05
     y           82    2.450000E+05     2.179247E+05
     y           83    2.700000E+05     2.856080E+05
     y           86    2.400000E+05     2.872514E+05
     y           22    5.930000E+05     4.070556E+05
     y          163    2.400000E+05     2.722978E+05
     y          168    3.920000E+05     3.927879E+05
     y           22    3.370000E+05     4.070556E+05
     y           82    3.370000E+05     2.179247E+05
     y           86    3.420000E+05     2.872514E+05
     y           22    5.200000E+05     4.070556E+05
     y           82    2.000000E+05     2.179247E+05
     y          170    4.010000E+05     3.160221E+05
     y          162    1.770000E+05     2.110089E+05
     y          171    3.260000E+05     3.876319E+05
     y           23    5.510000E+05     5.532299E+05
     y           86    2.320000E+05     2.872514E+05
     y          197    4.330000E+05     4.851590E+05
     y           82    2.340000E+05     2.179247E+05
     y          170    3.270000E+05     3.160221E+05
     y           83    3.850000E+05     2.856080E+05
     y           83    3.600000E+05     2.856080E+05
     y          170    2.480000E+05     3.160221E+05
     y           54    5.350000E+05     5.411277E+05
     y           22    3.500000E+05     4.070556E+05
     y          168    4.420000E+05     3.927879E+05
     y           86    3.390000E+05     2.872514E+05
     y          197    5.830000E+05     4.851590E+05
     y           82    2.160000E+05     2.179247E+05
     y           86    3.060000E+05     2.872514E+05
     y           82    2.280000E+05     2.179247E+05
     y          197    4.440000E+05     4.851590E+05
     y            7    7.840000E+05     9.370035E+05
     y          163    2.750000E+05     2.722978E+05
     y          163    2.020000E+05     2.722978E+05
     y          163    2.500000E+05     2.722978E+05
     y           22    2.600000E+05     4.070556E+05
     y           87    2.040000E+05     3.463185E+05
     y           82    2.330000E+05     2.179247E+05
     y           83    1.980000E+05     2.856080E+05
     y           82    1.430000E+05     2.179247E+05
     y          104    4.700000E+05     6.665132E+05
     y           82    1.980000E+05     2.179247E+05
     y           86    3.140000E+05     2.872514E+05
     y           86    3.210000E+05     2.872514E+05
     y          196    5.670000E+05     5.756923E+05
     y          105    3.300000E+05     7.986500E+05
     y           54    4.310000E+05     5.411277E+05
     y           82    2.780000E+05     2.179247E+05
     y          199    5.760000E+05     4.585906E+05
     y           22    5.950000E+05     4.070556E+05
     y          163    3.200000E+05     2.722978E+05
     y          163    3.780000E+05     2.722978E+05
     y           83    3.590000E+05     2.856080E+05
     y          163    3.430000E+05     2.722978E+05
     y           83    2.750000E+05     2.856080E+05
     y           22    4.460000E+05     4.070556E+05
     y           87    3.900000E+05     3.463185E+05
     y          171    3.540000E+05     3.876319E+05
     y           83    2.440000E+05     2.856080E+05
     y           86    3.250000E+05     2.872514E+05
     y           22    4.060000E+05     4.070556E+05
     y          163    3.650000E+05     2.722978E+05
     y           86    2.280000E+05     2.872514E+05
     y          168    3.900000E+05     3.927879E+05
     y          171    3.760000E+05     3.876319E+05
     y           82    2.020000E+05     2.179247E+05
     y          105    7.180000E+05     7.986500E+05
     y          170    2.330000E+05     3.160221E+05
     y           83    2.980000E+05     2.856080E+05
     y          197    3.630000E+05     4.851590E+05
     y          197    5.090000E+05     4.851590E+05
     y          199    4.480000E+05     4.585906E+05
     y           82    1.870000E+05     2.179247E+05
     y          170    2.740000E+05     3.160221E+05
     y           86    2.700000E+05     2.872514E+05
     y          105    8.720750E+05     7.986500E+05
     y           82    2.080000E+05     2.179247E+05
     y          170    2.800000E+05     3.160221E+05
     y           87    3.650000E+05     3.463185E+05
     y           86    3.300000E+05     2.872514E+05
     y           83    3.070000E+05     2.856080E+05
     y          169    7.430000E+05     4.818817E+05
     y           83    2.570000E+05     2.856080E+05
     y           83    3.010000E+05     2.856080E+05
     y           22    4.850000E+05     4.070556E+05
     y          169    6.650000E+05     4.818817E+05
     y           25    5.590000E+05     6.117883E+05
     y           86    2.710000E+05     2.872514E+05
     y          163    3.700000E+05     2.722978E+05
     y          199    4.920000E+05     4.585906E+05
     y          197    2.800000E+05     4.851590E+05
     y          171    2.650000E+05     3.876319E+05
     y           82    2.150000E+05     2.179247E+05
     y          198    3.970000E+05     3.805933E+05
     y           86    3.170000E+05     2.872514E+05
     y           86    2.350000E+05     2.872514E+05
     y           86    1.990000E+05     2.872514E+05
     y          196    4.800000E+05     5.756923E+05
     y           82    1.860000E+05     2.179247E+05
     y          170    2.650000E+05     3.160221E+05
     y           22    4.730000E+05     4.070556E+05
     y           86    2.560000E+05     2.872514E+05
     y          199    5.450000E+05     4.585906E+05
     y           86    2.540000E+05     2.872514E+05
     y          105    8.486900E+05     7.986500E+05
     y           82    2.330000E+05     2.179247E+05
     y          168    3.920000E+05     3.927879E+05
     y           87    3.250000E+05     3.463185E+05
     y          168    3.360000E+05     3.927879E+05
     y          197    2.570000E+05     4.851590E+05
     y           82    1.700000E+05     2.179247E+05
     y          171    2.280000E+05     3.876319E+05
     y           82    2.180000E+05     2.179247E+05
     y           82    1.790000E+05     2.179247E+05
     y          168    3.100000E+05     3.927879E+05
     y          163    2.060000E+05     2.722978E+05
     y           82    2.300000E+05     2.179247E+05
     y           82    2.140000E+05     2.179247E+05
     y          163    3.630000E+05     2.722978E+05
     y          105    8.420000E+05     7.986500E+05
     y          163    3.780000E+05     2.722978E+05
     y           87    2.400000E+05     3.463185E+05
