 train       observed       predicted
 y     4.800000E+05     6.055979E+05
 y     4.200000E+05     4.628229E+05
 y     2.100000E+05     2.638756E+05
 y     9.826440E+05     7.465315E+05
 y     3.820000E+05     3.761105E+05
 y     2.170000E+05     3.079832E+05
 y     5.990000E+05     4.505666E+05
 y     4.250000E+05     4.275459E+05
 y     4.700000E+05     4.828053E+05
 y     4.190000E+05     4.319261E+05
 y     3.030000E+05     3.593039E+05
 y     3.620000E+05     4.461458E+05
 y     4.810000E+05     4.918203E+05
 y     3.910000E+05     3.429394E+05
 y     5.590000E+05     4.961986E+05
 y     2.360000E+05     2.821776E+05
 y     7.160000E+05     4.455024E+05
 y     2.500000E+05     3.202496E+05
 y     5.110000E+05     4.418309E+05
 y     3.700000E+05     3.624605E+05
 y     3.280000E+05     3.497860E+05
 y     3.320000E+05     3.417210E+05
 y     2.940000E+05     3.894907E+05
 y     2.610000E+05     3.875259E+05
 y     3.000000E+05     3.232615E+05
 y     3.280000E+05     3.748096E+05
 y     1.685000E+05     2.789712E+05
 y     2.870000E+05     3.152519E+05
 y     8.950000E+05     5.914543E+05
 y     3.800000E+05     3.257277E+05
 y     4.120000E+05     3.718558E+05
 y     5.280000E+05     4.585293E+05
 y     3.540000E+05     3.286109E+05
 y     3.070000E+05     3.361613E+05
 y     3.630000E+05     3.967302E+05
 y     3.980000E+05     4.100987E+05
 y     3.920000E+05     3.705525E+05
 y     4.000000E+05     4.752055E+05
 y     3.350000E+05     4.440414E+05
 y     9.826440E+05     6.473535E+05
 y     1.960000E+05     3.593082E+05
 y     4.860000E+05     4.515868E+05
 y     4.190000E+05     3.858309E+05
 y     4.670000E+05     4.137477E+05
 y     7.950000E+05     5.561386E+05
 y     4.150000E+05     3.795002E+05
 y     3.660000E+05     3.391980E+05
 y     1.910000E+05     3.152256E+05
 y     3.860000E+05     4.030296E+05
 y     6.500000E+05     8.078754E+05
 y     6.910000E+05     6.021878E+05
 y     6.900000E+05     6.059073E+05
 y     4.820000E+05     4.663937E+05
 y     1.720000E+05     2.612002E+05
 y     2.500000E+05     2.619956E+05
 y     2.780000E+05     3.620932E+05
 y     1.840000E+05     2.839544E+05
 y     5.080000E+05     4.143716E+05
 y     7.100000E+05     5.358311E+05
 y     3.860000E+05     3.997737E+05
 y     6.300000E+05     5.456621E+05
 y     3.700000E+05     4.164434E+05
 y     3.140000E+05     3.353128E+05
 y     4.580000E+05     4.405924E+05
 y     4.050000E+05     4.475362E+05
 y     2.480000E+05     2.957607E+05
 y     3.680000E+05     3.316394E+05
 y     2.470000E+05     3.587161E+05
 y     3.210000E+05     2.780319E+05
 y     3.570000E+05     3.523313E+05
 y     1.890000E+05     3.342794E+05
 y     5.850000E+05     4.050518E+05
 y     2.890000E+05     3.175937E+05
 y     3.750000E+05     4.280555E+05
 y     3.390000E+05     3.363828E+05
 y     6.300000E+05     5.160899E+05
 y     5.000000E+05     6.106041E+05
 y     2.740000E+05     3.383203E+05
 y     4.220000E+05     4.427954E+05
 y     3.420000E+05     4.150208E+05
 y     4.000000E+05     4.067270E+05
 y     5.430000E+05     5.013193E+05
 y     2.030000E+05     2.546619E+05
 y     1.685000E+05     2.654211E+05
 y     4.980000E+05     4.082706E+05
 y     3.710000E+05     3.838812E+05
 y     5.100000E+05     4.775722E+05
 y     3.650000E+05     3.748798E+05
 y     5.500000E+05     5.289539E+05
 y     4.120000E+05     4.211160E+05
 y     2.110000E+05     2.472908E+05
 y     5.160000E+05     6.331815E+05
 y     3.450000E+05     3.247607E+05
 y     5.320000E+05     4.081071E+05
 y     4.100000E+05     3.402693E+05
 y     6.100000E+05     5.367152E+05
 y     3.980000E+05     3.175855E+05
 y     2.590000E+05     3.516188E+05
 y     3.280000E+05     3.106287E+05
 y     3.090000E+05     3.115320E+05
 y     6.340000E+05     7.055706E+05
 y     3.240000E+05     3.203957E+05
 y     4.830000E+05     4.279264E+05
 y     2.060000E+05     3.038653E+05
 y     2.890000E+05     3.261499E+05
 y     3.710000E+05     4.310547E+05
 y     4.260000E+05     4.686007E+05
 y     5.300000E+05     4.564538E+05
 y     4.150000E+05     3.973968E+05
 y     2.910000E+05     3.539709E+05
 y     5.340000E+05     4.379003E+05
 y     4.880000E+05     4.416017E+05
 y     2.350000E+05     2.891641E+05
 y     7.040000E+05     5.667652E+05
 y     4.590000E+05     3.878692E+05
 y     8.850000E+05     7.211494E+05
 y     3.800000E+05     4.209215E+05
 y     4.900000E+05     4.882825E+05
 y     3.150000E+05     2.890078E+05
 y     4.390000E+05     4.108282E+05
 y     3.450000E+05     3.639058E+05
 y     4.090000E+05     4.598900E+05
 y     9.826440E+05     6.999926E+05
 y     4.470000E+05     3.646793E+05
 y     3.310000E+05     3.762298E+05
 y     3.230000E+05     3.435445E+05
 y     8.170000E+05     5.699457E+05
 y     5.470000E+05     5.018927E+05
 y     2.210000E+05     2.747073E+05
 y     4.140000E+05     3.356112E+05
 y     3.450000E+05     3.830857E+05
 y     4.300000E+05     3.622511E+05
 y     2.100000E+05     2.684216E+05
 y     2.250000E+05     2.577318E+05
 y     3.350000E+05     3.641354E+05
 y     4.200000E+05     3.794988E+05
 y     2.150000E+05     2.577318E+05
 y     5.200000E+05     4.630279E+05
 y     3.900000E+05     3.773505E+05
 y     4.610000E+05     4.839448E+05
 y     2.450000E+05     3.121605E+05
 y     3.610000E+05     3.633207E+05
 y     3.000000E+05     3.232615E+05
 y     3.230000E+05     3.131497E+05
 y     7.370000E+05     7.074843E+05
 y     4.820000E+05     4.159203E+05
 y     2.930000E+05     3.724656E+05
 y     5.020000E+05     4.253490E+05
 y     4.600000E+05     5.118267E+05
 y     4.840000E+05     4.486334E+05
 y     7.120000E+05     5.161043E+05
 y     4.620000E+05     3.297146E+05
 y     7.200000E+05     4.587619E+05
 y     1.720000E+05     2.565836E+05
 y     3.470000E+05     3.350093E+05
 y     3.260000E+05     3.216772E+05
 y     3.500000E+05     3.520564E+05
 y     9.826440E+05     8.219211E+05
 y     4.620000E+05     5.212495E+05
 y     3.490000E+05     3.387873E+05
 y     2.960000E+05     3.267569E+05
 y     3.090000E+05     3.418635E+05
 y     4.930000E+05     4.620103E+05
 y     4.450000E+05     3.961850E+05
 y     3.150000E+05     3.487803E+05
 y     3.470000E+05     3.240583E+05
 y     6.080000E+05     5.693211E+05
 y     3.970000E+05     3.781417E+05
 y     3.450000E+05     3.670705E+05
 y     5.050000E+05     4.256112E+05
 y     9.826440E+05     7.857107E+05
 y     3.780000E+05     3.883872E+05
 y     2.760000E+05     3.623328E+05
 y     3.030000E+05     3.275534E+05
 y     3.420000E+05     3.599015E+05
 y     5.390000E+05     4.455307E+05
 y     5.260000E+05     4.357298E+05
 y     8.510000E+05     6.232216E+05
 y     3.760000E+05     3.773447E+05
 y     4.410000E+05     3.778053E+05
 y     8.360000E+05     5.651374E+05
 y     3.960000E+05     4.967006E+05
 y     3.500000E+05     3.165528E+05
 y     3.000000E+05     2.896819E+05
 y     6.300000E+05     6.224690E+05
 y     2.450000E+05     3.470916E+05
 y     7.740000E+05     6.119337E+05
 y     2.990000E+05     2.865083E+05
 y     4.580000E+05     5.384520E+05
 y     3.400000E+05     3.712739E+05
 y     3.820000E+05     3.471578E+05
 y     7.110000E+05     6.438016E+05
 y     4.230000E+05     3.286774E+05
 y     4.600000E+05     4.151288E+05
 y     5.620000E+05     7.260678E+05
 y     4.090000E+05     4.075489E+05
 y     8.000000E+05     4.742250E+05
 y     5.680000E+05     3.621545E+05
 y     4.290000E+05     3.895639E+05
 y     5.080000E+05     5.290373E+05
 y     3.270000E+05     3.960332E+05
 y     4.450000E+05     3.940965E+05
 y     4.650000E+05     3.861908E+05
 y     3.120000E+05     2.737325E+05
 y     3.870000E+05     3.927715E+05
 y     3.110000E+05     3.620063E+05
 y     4.930000E+05     5.208752E+05
 y     4.400000E+05     4.246055E+05
 y     4.810000E+05     4.788061E+05
 y     4.700000E+05     4.211095E+05
 y     5.400000E+05     4.866241E+05
 y     3.050000E+05     3.664830E+05
 y     3.170000E+05     3.723928E+05
 y     2.780000E+05     3.579335E+05
 y     3.360000E+05     2.814418E+05
 y     5.100000E+05     3.382115E+05
 y     6.450000E+05     4.746843E+05
 y     2.740000E+05     3.301019E+05
 y     2.450000E+05     2.821776E+05
 y     3.500000E+05     3.319774E+05
 y     2.060000E+05     2.737107E+05
 y     4.700000E+05     4.119697E+05
 y     2.130000E+05     2.496368E+05
 y     4.000000E+05     3.766336E+05
 y     1.790000E+05     2.540122E+05
 y     5.910000E+05     4.709409E+05
 y     3.030000E+05     3.171634E+05
 y     4.440000E+05     3.518755E+05
 y     4.400000E+05     4.439895E+05
 y     5.780000E+05     4.668710E+05
 y     3.350000E+05     3.725062E+05
 y     9.500000E+05     6.896552E+05
 y     3.760000E+05     3.825077E+05
 y     8.720000E+05     6.127536E+05
 y     2.590000E+05     3.096783E+05
 y     1.880000E+05     2.810335E+05
 y     4.460000E+05     4.313085E+05
 y     5.400000E+05     5.394925E+05
 y     5.300000E+05     4.738654E+05
 y     5.720000E+05     5.715807E+05
 y     5.500000E+05     5.442269E+05
 y     4.130000E+05     4.014975E+05
 y     3.040000E+05     3.695781E+05
 y     2.800000E+05     2.560018E+05
 y     2.850000E+05     3.271955E+05
 y     4.550000E+05     3.104401E+05
 y     7.890000E+05     4.330313E+05
 y     5.730000E+05     5.801177E+05
 y     4.600000E+05     3.690583E+05
 y     5.670000E+05     4.434112E+05
 y     3.000000E+05     3.348922E+05
 y     7.420000E+05     6.138530E+05
 y     9.448700E+05     8.708996E+05
 y     3.360000E+05     4.340052E+05
 y     4.150000E+05     3.967610E+05
 y     3.060000E+05     3.874562E+05
 y     3.020000E+05     3.154063E+05
 y     3.130000E+05     3.712115E+05
 y     4.000000E+05     5.629647E+05
 y     2.800000E+05     3.777459E+05
 y     2.940000E+05     4.102060E+05
 y     2.900000E+05     3.148739E+05
 y     3.940000E+05     3.617431E+05
 y     5.160000E+05     5.769084E+05
 y     5.500000E+05     5.508147E+05
 y     2.780000E+05     3.834482E+05
 y     3.680000E+05     4.237269E+05
 y     3.620000E+05     3.843580E+05
 y     6.580000E+05     7.370429E+05
 y     5.530000E+05     4.635129E+05
 y     2.880000E+05     4.107532E+05
 y     6.160000E+05     5.831045E+05
 y     4.280000E+05     3.658601E+05
 y     4.080000E+05     4.621631E+05
 y     7.500000E+05     4.758489E+05
 y     2.960000E+05     3.656099E+05
 y     3.500000E+05     3.265167E+05
 y     2.250000E+05     3.252034E+05
 y     7.980000E+05     8.227801E+05
 y     6.980000E+05     6.119322E+05
 y     3.350000E+05     3.526774E+05
 y     3.340000E+05     5.142116E+05
 y     4.350000E+05     3.259608E+05
 y     9.826440E+05     8.155957E+05
 y     3.600000E+05     3.506281E+05
 y     5.500000E+05     3.708492E+05
 y     2.420000E+05     2.900444E+05
 y     3.590000E+05     4.548818E+05
 y     3.650000E+05     3.326304E+05
 y     4.090000E+05     3.666860E+05
 y     3.700000E+05     3.528291E+05
 y     2.760000E+05     3.638245E+05
 y     4.630000E+05     4.703078E+05
 y     3.550000E+05     4.064203E+05
 y     5.240000E+05     5.295030E+05
 y     3.020000E+05     3.827622E+05
 y     4.620000E+05     3.909181E+05
 y     6.000000E+05     4.952134E+05
 y     3.650000E+05     3.356414E+05
 y     7.530000E+05     6.031033E+05
 y     2.550000E+05     3.090241E+05
 y     3.250000E+05     3.314983E+05
 y     6.960000E+05     6.324365E+05
 y     5.310000E+05     4.812915E+05
 y     5.600000E+05     3.866564E+05
 y     3.480000E+05     3.889484E+05
 y     5.500000E+05     4.613982E+05
 y     7.080000E+05     6.457599E+05
 y     3.170000E+05     3.723928E+05
 y     1.720000E+05     2.482857E+05
 y     3.390000E+05     2.812504E+05
 y     2.890000E+05     3.071262E+05
 y     3.900000E+05     4.024656E+05
 y     2.940000E+05     3.213227E+05
 y     3.300000E+05     3.356528E+05
 y     3.380000E+05     3.434236E+05
 y     3.110000E+05     3.794988E+05
 y     3.380000E+05     3.055589E+05
 y     5.720000E+05     4.960925E+05
 y     4.720000E+05     4.278091E+05
 y     2.690000E+05     3.155159E+05
 y     4.640000E+05     5.640085E+05
 y     3.300000E+05     3.925094E+05
 y     3.690000E+05     3.385500E+05
 y     3.550000E+05     4.302758E+05
 y     3.110000E+05     3.869322E+05
 y     9.448700E+05     6.396463E+05
 y     2.790000E+05     3.179751E+05
 y     4.180000E+05     4.232799E+05
 y     3.590000E+05     3.792785E+05
 y     6.090000E+05     4.777456E+05
 y     4.600000E+05     4.375318E+05
 y     6.130000E+05     5.262810E+05
 y     3.700000E+05     3.452723E+05
 y     2.750000E+05     3.534324E+05
 y     2.940000E+05     4.282997E+05
 y     3.690000E+05     5.516009E+05
 y     1.685000E+05     2.559155E+05
 y     3.630000E+05     3.782605E+05
 y     3.650000E+05     3.951607E+05
 y     4.300000E+05     4.890473E+05
 y     2.690000E+05     3.116698E+05
 y     3.320000E+05     2.798876E+05
 y     3.420000E+05     3.483186E+05
 y     6.270000E+05     4.686002E+05
 y     5.440000E+05     4.913722E+05
 y     2.150000E+05     2.510780E+05
 y     3.720000E+05     3.677005E+05
 y     2.100000E+05     2.556703E+05
 y     5.700000E+05     5.952764E+05
 y     3.800000E+05     3.702404E+05
 y     3.900000E+05     3.496931E+05
 y     6.580000E+05     5.065290E+05
 y     4.300000E+05     3.517466E+05
 y     4.850000E+05     4.997948E+05
 y     4.540000E+05     4.375179E+05
 y     3.700000E+05     4.514261E+05
 y     1.700000E+05     2.481461E+05
 y     3.210000E+05     3.474344E+05
 y     3.910000E+05     3.897305E+05
 y     3.510000E+05     4.269031E+05
 y     4.100000E+05     4.097898E+05
 y     6.800000E+05     6.319764E+05
 y     3.070000E+05     3.504864E+05
 y     2.200000E+05     3.489548E+05
 y     2.840000E+05     3.498261E+05
 y     4.050000E+05     3.238348E+05
 y     3.620000E+05     4.001051E+05
 y     4.110000E+05     4.193409E+05
 y     3.570000E+05     3.786101E+05
 y     2.800000E+05     3.908800E+05
 y     4.200000E+05     3.853673E+05
 y     4.030000E+05     6.744940E+05
 y     3.040000E+05     3.193261E+05
 y     5.260000E+05     5.062865E+05
 y     4.700000E+05     4.233261E+05
 y     3.900000E+05     3.801032E+05
 y     1.880000E+05     3.149834E+05
 y     1.770000E+05     2.521773E+05
 y     3.100000E+05     3.806919E+05
 y     3.310000E+05     3.645523E+05
 y     3.200000E+05     3.068003E+05
 y     6.010000E+05     6.031867E+05
 y     6.000000E+05     6.244617E+05
 y     3.770000E+05     3.303604E+05
 y     3.750000E+05     3.766433E+05
 y     3.830000E+05     4.068549E+05
 y     2.700000E+05     3.607688E+05
 y     4.260000E+05     4.619891E+05
 y     2.870000E+05     3.772707E+05
 y     3.540000E+05     3.646530E+05
 y     4.000000E+05     3.424828E+05
 y     3.290000E+05     3.741620E+05
 y     8.440000E+05     6.775978E+05
 y     8.000000E+05     7.580355E+05
 y     3.930000E+05     4.318425E+05
 y     3.950000E+05     4.320976E+05
 y     3.460000E+05     3.586024E+05
 y     7.750000E+05     5.211024E+05
 y     3.970000E+05     4.353047E+05
 y     4.500000E+05     4.214825E+05
 y     2.950000E+05     3.279942E+05
 y     2.830000E+05     2.787352E+05
 y     2.680000E+05     3.314237E+05
 y     1.730000E+05     2.384515E+05
 y     3.940000E+05     3.434038E+05
 y     4.750000E+05     3.830118E+05
 y     3.850000E+05     4.382915E+05
 y     4.880000E+05     3.977924E+05
 y     4.180000E+05     4.613655E+05
 y     4.660000E+05     4.456633E+05
 y     4.330000E+05     3.772065E+05
 y     7.980000E+05     7.181810E+05
 y     2.700000E+05     2.882072E+05
 y     4.660000E+05     4.867723E+05
 y     4.200000E+05     4.964945E+05
 y     3.120000E+05     3.149473E+05
 y     3.780000E+05     4.078265E+05
 y     4.760000E+05     3.377414E+05
 y     3.050000E+05     3.407029E+05
 y     2.300000E+05     2.514975E+05
 y     4.900000E+05     5.474500E+05
 y     4.750000E+05     4.476695E+05
 y     3.010000E+05     3.177535E+05
 y     1.780000E+05     2.527802E+05
 y     2.600000E+05     3.371767E+05
 y     5.420000E+05     5.318610E+05
 y     4.020000E+05     3.619227E+05
 y     6.420000E+05     4.362221E+05
 y     4.490000E+05     4.421147E+05
 y     5.000000E+05     3.916839E+05
 y     4.890000E+05     4.691876E+05
 y     3.210000E+05     3.266938E+05
 y     3.140000E+05     3.232615E+05
 y     4.190000E+05     3.778654E+05
 y     3.700000E+05     5.403124E+05
 y     2.750000E+05     3.248203E+05
 y     2.850000E+05     3.009075E+05
 y     5.000000E+05     5.811015E+05
 y     2.340000E+05     2.636549E+05
 y     2.400000E+05     3.742563E+05
 y     3.780000E+05     4.178509E+05
 y     3.410000E+05     4.202707E+05
 y     2.100000E+05     2.463715E+05
 y     5.250000E+05     4.517344E+05
 y     1.780000E+05     2.532043E+05
 y     9.750000E+05     8.460289E+05
 y     3.630000E+05     3.705518E+05
 y     3.380000E+05     3.472284E+05
 y     6.070000E+05     6.148950E+05
 y     2.900000E+05     3.741552E+05
 y     3.340000E+05     3.247194E+05
 y     4.600000E+05     3.591425E+05
 y     5.000000E+05     4.321264E+05
 y     3.700000E+05     4.009370E+05
 y     3.890000E+05     4.320406E+05
 y     9.826440E+05     7.207361E+05
 y     5.790000E+05     6.212169E+05
 y     2.900000E+05     3.243575E+05
 y     3.970000E+05     4.642521E+05
 y     3.650000E+05     3.527593E+05
 y     3.180000E+05     2.946196E+05
 y     9.826440E+05     5.013745E+05
 y     2.100000E+05     2.551287E+05
 y     8.500000E+05     7.098462E+05
 y     3.770000E+05     3.356414E+05
 y     4.450000E+05     5.667524E+05
 y     7.740000E+05     6.958984E+05
 y     3.150000E+05     2.852045E+05
 y     2.300000E+05     2.498285E+05
 y     5.500000E+05     5.781639E+05
 y     3.360000E+05     3.146612E+05
 y     3.700000E+05     4.073900E+05
 y     3.340000E+05     3.354454E+05
 y     3.110000E+05     3.475366E+05
 y     2.200000E+05     2.542375E+05
 y     1.990000E+05     3.303044E+05
 y     2.240000E+05     3.178897E+05
 y     4.590000E+05     3.133263E+05
 y     3.290000E+05     4.126747E+05
 y     1.685000E+05     2.603209E+05
 y     2.350000E+05     2.918694E+05
 y     3.490000E+05     3.862565E+05
 y     5.760000E+05     4.466751E+05
 y     4.130000E+05     4.246095E+05
 y     3.900000E+05     4.032209E+05
 y     3.030000E+05     4.285559E+05
 y     4.380000E+05     4.488186E+05
 y     4.140000E+05     4.083896E+05
 y     5.350000E+05     4.640267E+05
 y     3.810000E+05     4.272549E+05
 y     4.850000E+05     3.293903E+05
 y     2.050000E+05     2.835575E+05
 y     4.120000E+05     4.556297E+05
 y     2.690000E+05     2.910537E+05
 y     3.320000E+05     3.225885E+05
 y     9.826440E+05     8.454778E+05
 y     6.000000E+05     6.000105E+05
 y     5.500000E+05     3.371546E+05
 y     6.890000E+05     5.674849E+05
 y     3.280000E+05     3.559060E+05
 y     3.440000E+05     4.068933E+05
 y     4.710000E+05     3.727730E+05
 y     6.710000E+05     6.738314E+05
 y     3.830000E+05     4.026929E+05
 y     2.450000E+05     2.529139E+05
 y     8.350000E+05     6.865888E+05
 y     2.950000E+05     3.407160E+05
 y     5.860000E+05     7.324477E+05
 y     3.750000E+05     4.146410E+05
 y     4.520000E+05     4.288026E+05
 y     3.550000E+05     3.944586E+05
 y     5.360000E+05     4.793988E+05
 y     3.270000E+05     4.842424E+05
 y     3.730000E+05     3.705852E+05
 y     2.970000E+05     2.934130E+05
 y     6.150000E+05     6.329785E+05
 y     3.930000E+05     3.025319E+05
 y     3.440000E+05     3.871185E+05
 y     6.350000E+05     5.131269E+05
 y     4.940000E+05     4.757143E+05
 y     5.070000E+05     3.520075E+05
 y     2.950000E+05     3.702563E+05
 y     4.620000E+05     4.040199E+05
 y     4.200000E+05     5.134936E+05
 y     4.090000E+05     3.894931E+05
 y     1.850000E+05     2.874276E+05
 y     3.670000E+05     3.611099E+05
 y     4.600000E+05     3.605207E+05
 y     8.700000E+05     7.808640E+05
 y     2.510000E+05     2.754336E+05
 y     3.150000E+05     3.545156E+05
 y     3.150000E+05     2.827081E+05
 y     3.250000E+05     2.834143E+05
 y     3.000000E+05     3.525692E+05
 y     6.030000E+05     6.281893E+05
 y     3.640000E+05     4.707710E+05
 y     3.960000E+05     3.396877E+05
 y     9.448700E+05     8.334305E+05
 y     3.390000E+05     4.676038E+05
 y     2.060000E+05     2.938769E+05
 y     5.600000E+05     5.556711E+05
 y     3.180000E+05     3.874562E+05
 y     6.960000E+05     4.462273E+05
 y     3.190000E+05     3.058294E+05
 y     7.250000E+05     4.856690E+05
 y     3.130000E+05     3.502653E+05
 y     2.570000E+05     3.306354E+05
 y     4.600000E+05     5.175427E+05
 y     6.500000E+05     4.967750E+05
 y     2.080000E+05     3.199305E+05
 y     6.620000E+05     4.606291E+05
 y     3.050000E+05     3.318801E+05
 y     3.290000E+05     3.926594E+05
 y     3.080000E+05     3.874562E+05
 y     3.180000E+05     3.802104E+05
 y     4.000000E+05     3.469524E+05
 y     5.270000E+05     4.027929E+05
 y     4.060000E+05     4.180325E+05
 y     4.970000E+05     4.736782E+05
 y     6.950000E+05     6.311789E+05
 y     2.970000E+05     4.149205E+05
 y     9.448700E+05     7.286640E+05
 y     2.750000E+05     3.393111E+05
 y     7.410000E+05     6.177636E+05
 y     8.780000E+05     7.179254E+05
 y     3.140000E+05     3.866444E+05
 y     5.900000E+05     5.085025E+05
 y     4.000000E+05     6.244559E+05
 y     3.710000E+05     4.242703E+05
 y     3.270000E+05     3.798445E+05
 y     8.250000E+05     6.158589E+05
 y     2.330000E+05     2.937332E+05
 y     3.600000E+05     3.705970E+05
 y     3.000000E+05     3.465439E+05
 y     3.160000E+05     3.277854E+05
 y     5.800000E+05     4.215577E+05
 y     4.480000E+05     3.865543E+05
 y     4.020000E+05     4.147903E+05
 y     2.850000E+05     4.026448E+05
 y     2.660000E+05     2.816149E+05
 y     3.620000E+05     3.467526E+05
 y     4.250000E+05     8.502115E+05
 y     3.740000E+05     3.642056E+05
 y     2.850000E+05     3.264797E+05
 y     4.410000E+05     4.085041E+05
 y     3.810000E+05     3.468818E+05
 y     2.450000E+05     3.012048E+05
 y     4.600000E+05     3.867555E+05
 y     3.550000E+05     3.111069E+05
 y     2.990000E+05     3.520469E+05
 y     3.290000E+05     3.973707E+05
 y     5.820000E+05     4.574245E+05
 y     4.700000E+05     4.383397E+05
 y     2.010000E+05     3.038653E+05
 y     3.850000E+05     5.265237E+05
 y     3.700000E+05     3.919832E+05
 y     3.330000E+05     3.336906E+05
 y     3.640000E+05     4.920381E+05
 y     4.730000E+05     6.149314E+05
 y     4.490000E+05     4.431291E+05
 y     4.760000E+05     4.622337E+05
 y     1.880000E+05     3.448675E+05
 y     4.260000E+05     3.637918E+05
 y     3.520000E+05     3.373703E+05
 y     5.850000E+05     4.512383E+05
 y     3.960000E+05     4.009997E+05
 y     3.430000E+05     3.401530E+05
 y     6.240000E+05     3.952388E+05
 y     4.810000E+05     4.764886E+05
 y     3.530000E+05     4.022080E+05
 y     9.448700E+05     4.502778E+05
 y     2.380000E+05     3.326561E+05
 y     2.960000E+05     3.964951E+05
 y     3.050000E+05     4.123065E+05
 y     2.610000E+05     3.797868E+05
 y     5.200000E+05     3.721730E+05
 y     3.350000E+05     3.186812E+05
 y     4.100000E+05     5.537464E+05
 y     5.300000E+05     5.667488E+05
 y     3.200000E+05     3.714973E+05
 y     3.390000E+05     3.446312E+05
 y     2.050000E+05     2.432843E+05
 y     2.860000E+05     2.460756E+05
 y     4.750000E+05     3.269895E+05
 y     8.980000E+05     6.807093E+05
 y     4.090000E+05     4.185943E+05
 y     3.090000E+05     3.363950E+05
 y     9.826440E+05     5.397954E+05
 y     2.110000E+05     3.543201E+05
 y     3.360000E+05     3.697943E+05
 y     6.540000E+05     5.568210E+05
 y     3.950000E+05     3.380515E+05
 y     3.560000E+05     3.493497E+05
 y     3.830000E+05     3.062921E+05
 y     4.100000E+05     3.319762E+05
 y     2.180000E+05     2.407314E+05
 y     4.950000E+05     5.343365E+05
 y     6.630000E+05     5.250719E+05
 y     2.900000E+05     3.161227E+05
 y     7.150000E+05     4.622433E+05
 y     3.310000E+05     4.215140E+05
 y     6.080000E+05     4.556182E+05
 y     3.040000E+05     3.160082E+05
 y     2.600000E+05     3.452053E+05
 y     3.130000E+05     3.620063E+05
 y     2.150000E+05     2.748225E+05
 y     3.880000E+05     3.085704E+05
 y     3.900000E+05     4.209215E+05
 y     9.448700E+05     8.600936E+05
 y     2.050000E+05     3.542534E+05
 y     4.290000E+05     4.355304E+05
 y     3.650000E+05     4.417020E+05
 y     3.130000E+05     3.570604E+05
 y     3.590000E+05     4.169377E+05
 y     2.720000E+05     2.678947E+05
 y     3.110000E+05     4.119757E+05
 y     7.000000E+05     5.126163E+05
 y     2.080000E+05     2.485767E+05
 y     4.700000E+05     3.979194E+05
 y     3.900000E+05     4.299144E+05
 y     2.620000E+05     2.847523E+05
 y     3.440000E+05     3.962527E+05
 y     5.600000E+05     4.951607E+05
 y     2.700000E+05     3.441363E+05
 y     4.290000E+05     4.549679E+05
 y     3.600000E+05     3.643129E+05
 y     4.630000E+05     3.963012E+05
 y     1.980000E+05     2.534012E+05
 y     5.300000E+05     3.198578E+05
 y     4.750000E+05     5.289769E+05
 y     4.600000E+05     3.580406E+05
 y     3.010000E+05     2.837048E+05
 y     5.140000E+05     4.257516E+05
 y     3.000000E+05     3.518885E+05
 y     3.960000E+05     4.021239E+05
 y     3.110000E+05     3.428361E+05
 y     2.850000E+05     3.129986E+05
 y     6.560000E+05     3.970277E+05
 y     9.826440E+05     4.776161E+05
 y     6.670000E+05     6.153247E+05
 y     1.890000E+05     2.661726E+05
 y     3.150000E+05     3.171266E+05
 y     3.800000E+05     4.143968E+05
 y     3.350000E+05     3.088636E+05
 y     5.200000E+05     5.309716E+05
 y     3.050000E+05     3.787102E+05
 y     2.150000E+05     2.845479E+05
 y     3.130000E+05     3.227188E+05
 y     9.448700E+05     7.997712E+05
 y     4.250000E+05     5.339363E+05
 y     2.200000E+05     2.746979E+05
 y     3.550000E+05     3.671671E+05
 y     3.890000E+05     3.223555E+05
 y     5.490000E+05     4.923993E+05
 y     5.100000E+05     6.396199E+05
 y     3.600000E+05     3.226362E+05
 y     7.550000E+05     5.743843E+05
 y     3.120000E+05     3.394161E+05
 y     8.450000E+05     4.875771E+05
 y     2.150000E+05     3.568774E+05
 y     6.000000E+05     7.314002E+05
 y     5.640000E+05     5.023348E+05
 y     2.980000E+05     3.748963E+05
 y     3.010000E+05     3.480468E+05
 y     5.000000E+05     4.515506E+05
 y     2.750000E+05     4.011662E+05
 y     5.250000E+05     3.542355E+05
 y     2.600000E+05     3.465070E+05
 y     6.680000E+05     5.362533E+05
 y     4.470000E+05     3.970687E+05
 y     3.640000E+05     3.566670E+05
 y     6.750000E+05     5.943328E+05
 y     5.250000E+05     4.028879E+05
 y     5.010000E+05     4.102585E+05
 y     2.900000E+05     3.117171E+05
 y     5.280000E+05     4.302735E+05
 y     3.310000E+05     3.246013E+05
 y     4.950000E+05     3.958086E+05
 y     3.260000E+05     3.375353E+05
 y     4.480000E+05     4.482597E+05
 y     2.590000E+05     3.356676E+05
 y     5.280000E+05     4.643822E+05
 y     3.150000E+05     3.902696E+05
 y     4.970000E+05     3.989877E+05
 y     5.570000E+05     7.781941E+05
 y     5.340000E+05     3.889595E+05
 y     3.150000E+05     3.380279E+05
 y     3.050000E+05     3.181273E+05
 y     3.690000E+05     4.452393E+05
 y     3.030000E+05     3.592496E+05
 y     1.685000E+05     2.697494E+05
 y     5.160000E+05     5.222032E+05
 y     3.550000E+05     3.296429E+05
 y     4.380000E+05     4.029976E+05
 y     3.380000E+05     4.183773E+05
